No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area marks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject,Peer
2566,14,M,3,194,106,2,4.128729592,110,67,2,9,403,261,2,2,1055,0,1,1.165770327,1581.852038,231,2,6,1026,387,1,10,1177,268,1,0,149.8205238,168,1,2,1602.456759,0,2,3,2435,526,3,6,78,21.52658618,19.58918997,12,practicing,angles,triangle theory,maths,buddhism,20
2567,13,M,2,40,232,1,3.399188605,257,436,2,7,414,141,2,3,1145,0,0,0.875283051,1030.480451,297,2,4,2036,189,2,7,1358,72,2,3,978.0244109,0,1,2,559.8423137,765,1,6,1320.703363,152,2,16.52430672,23,22.67092438,32.56263734,16,practicing,ratio,circle theory,history,english,24
2568,15,M,3,266,221,1,4.467486208,486,372,1,5,298,402,2,1,682,939,2,0.450612516,1560.955091,0,2,9,327,10,2,13,740,256,2,0,2428,0,1,3,596.4891469,1107,1,6,528.4072401,467,1,33.28366711,Ab,10.0849043,29.04147663,20,Only school lessons,angles,set theory,sinala,science,20
2569,14,M,5,96,40,2,3.590569581,110,447,2,7,506,195,2,0,1741,655,2,0,61.68402454,0,1,4,1726,201,1,12,1916,447,2,0,1562.596727,31,1,1,2725,478,2,5,1283.150689,405,4,45.14141009,37,8.748785169,15.0757136,14,figures,angles,probability,english,tamil,10
2570,15,M,2,138,161,2,5,405,294,2,5,312,224,2,0,1520,0,2,0.695815624,616.0551044,305,1,1,1698,0,1,8,2431,661,2,0,763.356729,132,1,0,2601.066947,813,2,4,2435,321,2,6,28,27.13641768,25.91726346,13,figures,angles,area,dancing,history,10
2571,15,F,5,334,337,2,2.953036447,363,150,2,6,160,133,2,3,948,210,2,0,1857.639691,460,2,6,437,451,1,10,1127,464,2,0,2325.873963,0,1,0,2006.948116,17,2,1,2341.614707,242,0,48.05089642,8,20.32822461,29.37291498,15,practicing,angles,roman numbers,ict,tamil,24
2572,14,M,4,116,40,2,3.527269241,467,125,2,10,346,204,2,5,983,210,2,0,1896.40869,507,1,4,0,370,1,7,772,371,2,2,18.67705757,0,1,0,555.7460293,391,1,4,2435,256,4,54.1846024,10,17.32959546,10.17831962,19,practicing,ratio,geometry,sinhala,geography,24
2573,15,F,4,181,181,2,4.993052463,148,219,2,6,251,199,1,4,791,232,1,0,1435.072077,180,2,2,1382,0,2,3,2431,503,2,0,2428,161,1,2,650.8420656,133,2,5,1834.386747,207,4,23.51194473,18,21.45821406,12.74661684,21,Only school lessons,ratio,geometry,maths,science,24
2574,14,M,3,132,124,2,3.941495862,603,64,2,8,885,220,2,4,908,424,2,1.346257821,916.6997885,614,2,4,1180,22,1,9,1436,277,2,1,1224.030706,200,1,2,2102.536063,370,1,10,768.3417883,490,1,56.20827395,42,15.15439075,26.75216878,15,figures,probability,set theory,sinhala,english,20
2575,14,F,3,153,104,2,3.31239605,538,240,2,7,595,136,2,8,584,536,1,0,1575.73009,0,1,12,1225,57,1,6,2109,72,2,2,0,491,1,3,1817.79798,606,2,5,2364.264531,168,1,62.25520954,2,20.10993501,31.21108139,11,figures,algebra,percentages,buddhism,history,24
2576,13,M,4,188,229,1,4.707633901,259,56,2,4,889,55,1,0,550,54,2,1.663661213,1391.190561,273,1,8,1544,105,1,12,207,341,2,2,2428,599,0,0,2725,965,2,0,0,2,0,34.5209284,15,2.222550972,12.92505123,10,figures,angles,circle theory,health,history,10
2577,13,M,3,190,40,2,3.681166216,332,134,2,10,917,179,1,0,1164,841,1,0,1357.76418,0,2,9,1809,0,2,6,1414,192,2,0,2243.824503,85,1,3,2454.047545,218,1,5,2435,764,1,24.76697834,8,28.5,9.723998839,20,practicing,ratio,roman numbers,ict,tamil,10
2578,15,M,5,40,97,2,2.72728099,544,307,2,7,558,214,2,1,175,161,1,1.528452857,905.5568185,0,1,10,104,377,2,2,360,314,2,0,461.1442289,0,1,0,273.7966453,112,2,4,1220.149945,520,0,62.5,9,9.955316835,23.30398498,19,figures,algebra,simultaneous equations,home science,history,20
2579,14,M,6,280,81,2,2.576513501,724,56,2,9,595,365,1,5,577,262,1,0.443179763,562.2064647,682,0,4,864,565,1,13,1656,331,2,1,589.2003636,199,1,2,2362.833515,877,2,0,0,140,3,38.97793937,2,16.48368429,26.6071405,17,figures,angles,roman numbers,history,none,24
2580,15,M,4,40,40,2,2,190,56,2,11,419,449,2,2,1322,0,2,0.134231374,103.5826756,339,1,5,1321,0,2,6,967,125,2,0,696.5016913,0,1,0,327.3435934,564,0,3,2368.388004,308,3,43.93531599,42,19.82765951,14.67984477,21,Only school lessons,ratio,fractions,sinhala,history,20
2581,14,F,3,40,76,2,5,110,96,2,11,434,171,1,6,786,211,2,0.73662345,625.5528971,355,1,0,156,202,2,12,1290,147,2,0,0,0,0,0,990.6264557,0,2,5,1590.568413,231,1,31.71869458,37,21.22683178,20.56561819,18,figures,angles,volume and capacity,english,english,14
2582,15,M,2,134,98,2,3.157184954,116,303,2,10,418,82,2,1,505,777,2,0.170021446,468.5150043,275,2,0,2036,334,1,10,1470,504,2,3,2428,0,1,5,1508.109783,512,2,7,1010.15898,215,1,38.67352132,78,24.40135957,14.35903577,20,figures,ratio,set theory,maths,maths,14
2583,15,F,2,165,40,2,3.351705965,110,151,2,6,799,89,2,4,836,415,0,0,1081.531601,437,0,9,795,0,1,13,1630,181,2,1,1698.530344,301,1,1,2725,530,2,3,2435,7,0,36.78561786,40,10.42749536,34.7572925,19,Only school lessons,angles,fractions,dancing,geography,24
2584,15,M,4,239,40,2,4.692199309,525,90,2,5,466,293,2,3,625,0,1,1.273947536,1678.764205,244,0,6,235,0,2,5,1750,238,2,0,2144.628066,428,1,0,2413.997339,0,2,0,1325.371835,269,0,47.79187239,5,28.5,6.395170959,20,figures,algebra,decimals,none,science,20
2585,14,F,2,40,61,2,3.827433693,440,75,2,5,504,55,2,7,157,262,1,0.177638466,1243.308496,505,2,6,1588,250,1,10,1845,72,2,0,515.8284752,102,1,0,2725,137,2,4,2435,162,0,26.18459998,69,18.48590362,6.282011605,20,practicing,angles,circle theory,none,none,20
2586,14,M,2,252,99,1,2,441,302,2,3,160,213,2,10,391,450,2,0,401.39123,360,1,7,1865,321,2,11,1305,510,2,0,920.3237576,810,0,0,2522.895731,21,1,4,2435,27,0,43.18083683,6,6.655516443,28.47351893,16,Only school lessons,angles,triangles,ict,history,24
2587,15,F,4,65,40,2,2.834909914,492,113,2,9,850,58,2,11,963,577,1,1.373585904,1174.010566,435,1,0,1369,310,1,5,1622,444,2,0,1494.82073,0,1,3,2725,181,1,3,2435,151,3,28.09545802,42,14.8012898,13.94283567,17,practicing,fractions/decimals,set theory,home science,tamil,14
2588,14,M,4,40,239,2,3.491383019,456,223,2,5,657,405,2,2,1741,241,2,1.311010409,939.7721428,187,2,4,839,262,2,11,1932,610,2,2,885.9817724,0,1,0,1124.445827,527,1,3,2435,0,1,6,20,21.31438435,18.70267378,19,figures,angles,simultaneous equations,dancing,health,14
2589,14,M,2,314,310,2,3.874919623,114,75,2,2,226,202,1,8,286,648,1,0,1934.466672,212,1,2,495,265,2,12,1866,453,2,0,1056.66219,360,1,0,1461.567704,30,2,3,94.64177197,106,1,62.5,8,12.27607204,21.30401406,14,practicing,angles,decimals,buddhism,health,24
2590,14,M,6,251,231,2,4.477806963,110,447,2,10,352,83,2,8,918,746,2,1.756058898,1917.369547,161,2,8,1889,0,1,4,1336,799,2,0,782.9468936,177,1,0,943.9814623,0,1,4,1546.284652,246,1,58.29239118,37,3.672820878,8.7820474,17,figures,ratio,roman numbers,buddhism,sinhla,20
2591,13,M,3,158,122,1,3.370639618,232,257,2,5,564,93,2,3,409,919,1,0,1412.012534,223,2,7,1817,0,1,7,876,252,2,1,2352.825311,192,1,0,2725,588,1,4,1702.566678,295,4,46.86575295,35,20.65973809,22.90770896,15,figures,algebra,geometry,maths,history,24
2592,14,F,4,177,173,1,3.621342832,684,109,2,7,600,96,2,5,1220,973,1,0,1528.14351,0,2,7,2036,530,1,13,1729,259,2,3,0,0,1,2,2561.119775,238,2,5,1535.737299,282,0,22.35659027,Ab ,14.46358417,13.62338576,18,figures,angles,area,buddhism,tamil,24
2593,13,M,2,151,121,2,3.872839153,268,56,2,8,967,65,2,7,751,263,2,0.666982925,2210,184,1,2,561,395,2,5,1062,796,2,1,882.4785322,351,1,1,2725,774,1,6,2435,450,0,58.03975748,Ab,10.46939555,20.09947554,11,practicing,ratio,none,maths,tamil,24
2594,15,F,3,178,138,1,3.672282367,342,366,2,4,160,152,1,1,544,1098,2,0,816.579871,254,0,8,653,102,2,4,2173,404,2,2,1383.90853,61,1,0,0,393,1,7,2297.784121,346,0,50.81122498,20,22.50900986,5.150714073,15,figures,algebra,triangle theory,science,maths,24
2595,15,M,3,311,155,1,2,144,56,2,3,779,260,2,3,484,0,0,0.072841135,482.7064487,319,1,12,1211,114,2,9,912,422,2,1,292.5417379,154,1,4,2315.359104,505,0,4,790.6157018,141,4,62.5,6,13.47385434,3,19,Only school lessons,algebra,area,english,PTS,24
2596,14,M,3,198,53,2,4.740106569,353,238,2,10,586,139,2,6,901,159,2,1.473623276,587.6643619,926,0,0,1245,328,1,7,2431,782,2,1,988.9734383,580,1,0,2633.929055,0,2,7,1428.345743,114,0,52.98986673,15,18.54229282,23.91769991,17,Only school lessons,ratio,none,none,none,14
2597,15,M,3,83,100,2,3.736147714,246,244,2,8,308,324,1,4,1741,0,2,0,715.5387221,546,1,0,199,665,2,4,2343,315,2,0,1646.350676,115,1,3,918.3965717,515,2,2,424.0049758,132,2,25.48830628,9,28.5,28.18465912,17,Only school lessons,ratio,percentages,civics,english,24
2598,15,M,2,40,110,2,3.916773662,513,176,2,5,259,55,2,0,1741,0,1,0.670527562,1336.583134,0,2,4,1126,167,2,6,813,861,2,2,1241.209577,139,1,3,1122.214567,435,2,4,1086.522135,388,3,48.3084665,8,21.47426842,18.78660258,21,practicing,angles,decimals,none,history,10
2599,15,M,6,206,108,2,2,110,399,2,4,777,337,2,4,526,26,2,0.193158442,2128.133601,692,0,0,852,122,1,13,1137,311,2,0,2428,94,0,1,2725,1693,2,0,1151.200763,0,2,39.16003606,40,14.89846078,3,21,Only school lessons,angles,percentages,science,english,14
2600,14,M,3,52,166,1,3.928678811,529,126,2,6,318,146,2,6,840,315,2,0,0,310,1,1,2036,323,2,6,2042,79,2,0,1251.141403,72,1,0,223.4082735,39,2,1,0,195,4,27.57300199,18,23.78032288,25.86575134,15,figures,ratio,fractions,health,history,24
2601,14,M,3,128,190,2,2.308987789,235,170,2,3,584,349,2,8,1284,544,2,0.286925661,561.6931917,233,0,5,555,23,1,9,1362,320,2,0,0,0,1,1,525.4926764,1117,1,4,2435,196,1,28.09387272,2,13.59803801,12.05197645,14,figures,angles,volume and capacity,science,none,20
2602,15,M,5,228,98,2,3.666843352,435,228,2,5,882,61,2,6,775,587,2,1.113913873,1212.345171,0,1,8,551,0,1,7,908,304,2,1,1824.47652,158,1,0,2108.333508,1166,2,7,0,209,2,43.31807157,23,15.65556772,13.92783571,16,figures,algebra,simultaneous equations,maths,health,14
2603,14,F,2,251,230,2,4.433456145,367,551,2,5,525,15,2,0,671,163,2,0.330828662,0,371,2,7,1324,41,2,5,1660,371,2,0,1955.093204,446,1,0,1091.02724,119,1,4,2256.792802,676,1,45.81178809,Ab ,13.52328357,23.81767515,17,figures,algebra,simultaneous equations,science,tamil,10
2604,14,M,3,175,80,2,2.91180823,451,239,2,7,642,180,2,3,1623,0,2,0,0,537,2,4,1516,319,2,9,1863,644,2,1,689.8541008,370,1,1,2255.292324,0,2,0,2435,228,1,43.8310398,69,4.058217344,27.36796777,19,practicing,angles,triangles,maths,home science,24
2605,14,M,3,40,40,1,2.419244076,201,56,2,6,245,223,2,2,543,815,2,0.290645073,713.0558207,718,2,11,638,150,2,6,1168,155,2,0,0,0,0,1,1349.682435,926,2,2,965.7326558,329,3,34.84859601,6,19.28370603,29.63435431,17,figures,algebra,triangles,sinhala,PTS,20
2606,15,M,3,153,75,2,2,358,56,2,0,160,75,2,5,801,560,2,0.780434128,362.0367964,396,2,11,1204,362,2,8,1351,543,2,0,1064.875108,298,1,0,1993.541005,140,2,5,1771.40011,93,1,33.7528858,20,24.21336254,15.14388405,15,Only school lessons,algebra,area,history,none,10
2607,14,M,2,281,40,2,3.41690141,110,116,2,11,635,27,2,6,533,652,2,0,1523.199228,474,1,3,1944,376,2,2,1434,367,2,0,505.215098,534,1,2,1417.870254,300,2,7,1743.714243,227,2,21.6742081,Ab,21.73793137,27.07565673,21,Only school lessons,ratio,area,health,maths,24
2608,13,M,2,61,137,1,4.45011881,122,153,2,3,706,85,2,4,392,771,1,1.268425566,1141.766697,509,0,6,722,183,1,7,666,269,2,4,612.2828844,139,1,0,1050.901592,175,0,5,2435,378,4,62.5,39,28.41593414,16.82560689,20,practicing,angles,decimals,maths,health,14
2609,15,M,5,264,40,2,3.039574742,333,173,2,6,407,255,2,1,263,705,2,0,1653.710599,422,0,7,1523,166,2,7,2403,583,2,2,2231.613628,0,1,4,2273.742498,337,2,2,460.066513,417,3,16.11673339,23,20.04872048,11.76239368,12,Only school lessons,algebra,simultaneous equations,maths,geography,24
2610,14,M,4,190,83,2,3.179036421,110,181,2,2,224,349,2,0,875,802,2,0.295177518,672.1775209,279,0,4,1085,264,2,6,2138,702,1,0,2428,114,1,2,1361.490813,113,1,2,2435,234,4,27.69709325,Ab,20.2361401,28.84178021,14,figures,angles,simultaneous equations,health,buddhism,10
2611,15,M,3,206,44,1,3.675552984,536,56,2,3,214,98,2,1,538,647,1,0,825.1250866,537,2,8,2036,278,2,2,2431,561,2,1,1975.993363,176,1,3,2725,171,2,4,1748.045337,430,0,52.15970211,2,21.86042372,21.0625832,21,figures,algebra,none,sinala,none,24
2612,13,M,2,40,216,2,2.100503529,110,145,2,7,165,128,2,0,704,22,2,0,1031.651787,446,1,2,795,577,1,8,869,481,2,2,515.1554901,91,1,1,687.1274624,5,1,4,2435,564,4,36.44962995,28,10.03782412,31.08418275,12,figures,angles,decimals,civics,history,10
2613,15,M,4,241,174,2,4.027087876,264,229,2,2,509,141,2,0,539,720,2,0,550.5097599,8,2,7,1644,261,1,13,589,436,1,2,2212.852696,0,1,2,1739.832433,108,2,0,0,278,2,36.45885989,40,19.63743277,27.33108126,17,Only school lessons,angles,probability,sinhala,sinhla,10
2614,14,F,5,168,274,2,2.736765277,110,56,2,7,355,49,1,1,1429,0,2,0.281382006,953.4688916,55,1,0,1782,595,1,6,1386,253,2,2,995.6481463,183,0,0,1486.489543,0,1,10,2014.724137,184,1,16.84782889,8,9.24331374,3.682737206,12,figures,probability,geometry,science,english,14
2615,15,M,6,218,188,2,3.469089683,353,72,1,1,372,286,2,0,1098,644,1,0,473.7218691,643,2,4,593,314,2,12,1665,425,2,2,480.2846828,1044,1,2,1897.401087,0,1,4,0,666,3,33.60975624,37,13.56997677,14.55982655,16,practicing,angles,triangle theory,home science,buddhism,10
2616,15,M,4,107,337,1,3.897283867,320,177,2,6,908,169,2,2,1459,622,2,1.195067472,2031.365369,599,2,7,1405,300,2,13,2431,72,2,2,1187.187455,281,1,2,971.3307782,305,1,4,1027.638486,764,3,45.76280362,8,27.53902097,9.699297313,20,figures,angles,volume and capacity,history,science,24
2617,15,M,3,178,98,1,4.846737399,110,56,2,0,706,15,2,0,764,798,2,0.882532342,2210,266,1,4,1414,400,2,7,2431,72,2,0,1121.946911,0,1,1,1622.120239,76,1,7,0,648,2,18.17046152,42,28.5,3.97828514,14,Only school lessons,angles,circle theory,science,sinhla,10
2618,15,F,4,186,79,2,3.832015995,316,124,2,8,258,288,2,5,601,188,1,0,991.3981996,0,2,2,35,256,1,13,1208,372,1,0,2428,560,0,0,1997.812635,0,2,1,2435,585,1,24.77049172,Ab ,2,3,12,Only school lessons,angles,volume and capacity,health,sinhla,24
2619,14,M,2,187,205,2,2.396206937,337,81,2,5,437,140,2,3,969,216,1,0.630146534,1378.53436,185,1,4,776,437,1,7,1539,219,2,0,1159.237711,0,1,0,1797.845994,23,2,4,394.0555599,0,1,41.04725933,69,13.99489757,15.12034326,14,practicing,angles,triangles,health,tamil,20
2620,14,M,4,93,228,2,3.3624604,121,188,2,4,413,122,2,4,907,0,2,0.771551087,1810.529854,486,0,4,1334,691,1,12,2431,337,2,0,195.0481393,76,0,0,1776.471049,0,1,3,2435,576,3,17.61485542,3,2,3,16,Only school lessons,angles,none,buddhism,buddhism,20
2621,15,F,3,206,278,2,2.861052721,460,298,2,4,757,73,1,1,648,10,2,0,1218.640751,0,1,9,716,94,2,0,1861,436,2,3,1809.863797,7,1,3,905.5477728,1732,1,0,2435,445,3,16.40670428,8,5.850780218,35.67622924,18,Only school lessons,algebra,probability,none,PTS,24
2622,14,M,4,192,89,2,2.121085436,378,164,2,6,345,198,2,8,625,506,1,0.075325511,735.664399,167,1,6,999,558,1,7,2102,264,2,3,1546.084975,233,1,0,601.3815433,1205,2,4,0,69,3,48.89875381,28,19.34650972,21.83117592,17,Only school lessons,fractions/decimals,area,none,none,14
2623,14,M,3,237,252,2,3.351663036,689,475,2,2,640,415,2,1,1069,544,0,0,550.7625325,177,1,2,2036,0,2,7,1355,617,2,2,662.0295372,768,1,2,953.0523931,413,2,3,2435,333,1,17.84390313,2,6.495075516,25.5076721,21,Only school lessons,angles,set theory,ict,health,24
2624,15,M,4,319,224,2,2.328514311,314,113,1,2,360,182,2,0,528,458,2,0,934.7821931,235,2,2,1505,537,2,7,1000,482,1,2,148.8338828,0,0,2,1988.035959,607,2,3,1381.522378,595,0,25.13523696,37,23.79296407,30.06295403,15,figures,angles,decimals,history,sinhla,10
2625,14,M,4,195,101,1,4.988159682,110,244,2,0,696,168,2,4,1658,770,1,0,498.1447575,66,1,8,1682,56,2,8,1729,632,2,3,1401.153277,492,0,0,2399.012798,0,2,5,376.3168902,350,4,6,Ab ,11.24833797,16.82755478,21,Only school lessons,algebra,triangle theory,english,buddhism,10
2626,14,M,2,169,40,2,2.658614871,370,373,2,7,591,428,2,1,386,975,2,1.352260779,917.4773725,148,2,12,0,440,2,9,1174,449,2,0,1130.199755,415,1,0,1747.806537,0,2,4,1568.666348,236,0,50.32074463,6,18.74241033,12.70277289,13,practicing,algebra,triangles,history,PTS,20
2627,14,F,4,72,60,1,3.987065302,418,93,2,0,614,160,2,6,318,69,2,3,519.4807443,186,2,4,1075,325,1,13,1621,72,2,1,345.5256799,569,1,0,1100.257159,1029,1,5,1989.200425,393,4,36.28541412,25,21.25565163,14.95747862,14,Only school lessons,angles,triangles,ict,history,10
2628,14,F,5,133,195,2,3.064911485,212,145,1,9,347,65,2,6,746,0,1,0,964.5629879,389,2,7,622,120,2,8,983,626,2,1,1029.843903,0,0,1,935.1974822,871,1,0,292.8462572,411,1,25.0142527,5,14.97016979,22.62346822,10,figures,ratio,decimals,home science,geography,24
2629,14,M,6,255,163,2,2.706023688,392,128,2,9,675,166,1,2,1552,507,2,0,1198.496893,180,2,0,1767,509,2,6,1397,341,2,1,300.8454013,522,1,2,1082.564085,513,1,2,2435,622,3,55.82809646,9,21.76600226,16.24463567,18,practicing,ratio,percentages,home science,geography,24
2630,13,F,2,40,181,2,2,403,56,2,9,327,15,2,7,0,649,2,0.106913486,533.6054284,184,0,1,2000,377,1,11,1432,696,2,0,1318.94856,99,1,1,1343.51669,0,1,8,2263.080523,641,3,31.76110682,8,3.901410451,15.14796707,20,practicing,angles,area,health,history,20
2631,13,M,4,239,257,2,2.48605972,699,56,2,3,570,167,2,3,969,8,2,0.959125962,1493.677258,195,1,4,2036,287,2,10,755,194,2,1,1836.34509,520,1,4,1524.614955,324,2,4,1798.850722,90,2,10.47153793,28,2,3,15,Only school lessons,angles,area,home science,sinhla,24
2632,15,M,3,158,215,2,3.826146794,367,56,2,5,658,136,2,2,1550,736,1,0,1027.342349,276,2,10,2036,422,1,9,860,311,2,0,1133.062557,491,1,1,1434.754225,819,0,8,2366.676652,325,2,62.5,39,4.709288909,16.8899473,16,Only school lessons,algebra,fractions,home science,health,24
2633,14,M,2,152,248,2,4.142079598,185,368,2,10,606,15,2,0,673,0,1,1.864984912,868.4116305,657,1,1,1494,371,2,0,780,72,2,1,0,354,1,2,860.5596601,2,2,0,2435,575,0,28.222398,7,20.51223087,20.88528913,20,figures,ratio,area,history,english,10
2634,13,M,4,178,82,2,4.608576094,322,56,2,7,176,174,2,0,200,373,2,0.724535526,1307.76943,0,2,7,2036,193,1,8,1579,219,2,0,602.253284,379,1,2,1458.696132,422,0,8,1726.593763,508,2,6,69,9.773607751,22.13561133,16,figures,angles,probability,ict,buddhism,10
2635,14,F,4,209,149,2,3.137087237,484,56,2,11,504,178,1,8,1741,333,2,0.412897126,1429.148372,558,1,3,1771,134,2,3,1478,143,2,1,2428,0,0,1,1639.92025,645,2,3,647.5622521,387,1,37.67703901,25,10.65335651,21.88740011,13,practicing,ratio,volume and capacity,science,english,24
2636,14,M,4,227,130,2,2.881777543,414,97,2,7,280,15,2,9,845,179,1,0.467755509,345.7235472,0,0,3,242,584,0,13,71,169,1,1,1591.955083,0,1,2,325.6454071,508,2,0,2435,178,0,57.64264327,69,10.41830193,13.3316576,20,practicing,angles,decimals,ict,geography,24
2637,14,M,5,311,198,2,4.212151994,227,232,2,6,574,65,2,1,35,634,1,0.918063084,1578.94529,219,2,9,971,0,1,12,1464,300,2,1,1258.229584,49,0,1,783.3418657,0,2,5,0,145,1,21.49156268,35,14.93891001,18.63621514,16,practicing,angles,area,science,home science,24
2638,15,M,2,180,110,2,3.39355465,486,343,2,9,563,97,2,5,1478,0,2,0,1097.367695,171,1,4,2035,199,1,11,1624,207,2,1,1153.375539,353,1,3,2010.011829,112,1,5,1472.026136,245,0,34.29013986,20,14.56298528,21.98434225,19,Only school lessons,angles,triangles,science,buddhism,24
2639,13,F,5,220,162,2,2,253,62,2,0,543,85,2,1,379,760,2,0.557232397,1095.292176,128,2,7,1562,405,0,1,1795,337,2,2,2060.624227,39,0,0,2706.214311,514,1,2,1420.913584,248,3,22.08922176,Ab ,3.736153918,28.7888598,21,Only school lessons,algebra,none,maths,none,10
2640,14,M,2,47,204,2,2.885919094,324,187,2,1,345,259,2,0,293,671,2,0.748320042,936.4179789,314,0,0,1562,110,2,13,2251,617,2,3,1028.088853,276,1,0,1998.7369,268,1,1,1107.891159,73,4,38.65633315,35,16.66249134,25.52806824,15,Only school lessons,angles,none,health,buddhism,10
2641,14,F,3,40,40,1,4.41084649,446,198,2,5,246,231,2,4,1477,380,1,0,1247.691778,146,1,9,236,0,1,10,1680,837,2,2,1131.848084,0,1,1,2018.039488,411,1,0,561.2561689,298,4,28.46275859,20,28.5,19.5366582,16,practicing,angles,probability,civics,history,24
2642,14,F,2,112,269,2,2,495,213,1,2,503,89,2,0,631,69,2,0.380385494,1751.043936,215,2,6,258,182,2,9,1166,379,2,1,1025.290968,420,1,0,1972.106948,695,1,2,2435,36,4,28.84047306,6,23.49173816,32.71837696,10,practicing,angles,geometry,health,sinhla,10
2643,13,M,4,151,40,2,2.107899989,335,218,2,7,408,169,2,5,667,447,2,0,1205.327485,512,1,9,959,235,0,13,975,201,2,1,1565.838142,225,1,0,1755.590073,599,2,0,1277.165802,215,2,21.45670762,37,2,19.1809281,19,figures,angles,geometry,english,sinhla,24
2644,14,M,6,40,131,2,4.160422729,305,414,2,8,160,40,2,3,723,910,1,1.20769177,261.2424645,467,2,3,1367,556,1,13,1124,199,2,1,484.4094257,570,0,0,159.4658925,194,1,5,2430.899446,246,3,34.37613944,Ab,25.8646697,17.22965376,20,practicing,angles,roman numbers,science,english,14
2645,14,M,3,241,108,2,3.139598807,135,56,2,6,718,193,2,4,403,587,2,0.011483613,1698.176357,306,2,10,1167,262,2,0,1077,796,2,1,809.5400972,0,1,2,1087.268412,766,2,5,1537.985436,0,4,7.537369971,78,11.53822856,15.7550796,15,practicing,algebra,volume and capacity,dancing,home science,10
2646,14,F,3,92,198,2,2.864909665,459,130,2,10,468,43,1,4,1063,570,2,2.174290714,1805.344789,143,1,3,1660,0,1,11,2024,653,2,2,1541.46291,252,1,2,1255.98814,0,2,3,716.3502114,195,2,32.75853992,9,23.85724226,5.491868688,13,practicing,angles,circle theory,history,home science,20
2647,13,M,2,90,116,1,4.241211716,433,353,2,4,366,15,2,3,684,391,2,0.038821839,886.9391024,0,0,1,0,289,2,7,1109,340,2,1,1504.17087,397,1,4,1291.387481,0,1,6,1723.950069,221,2,6.657322924,9,28.5,17.78561814,12,practicing,angles,probability,home science,health,24
2648,13,M,2,196,173,2,2,213,407,2,4,472,79,2,4,1247,767,1,0.050514244,1061.306043,7,2,11,713,261,2,4,1601,554,2,0,241.5628199,107,1,1,1920.733485,342,2,10,2139.96403,350,0,15.06028887,78,21.08289212,19.59583999,14,practicing,algebra,volume and capacity,sinala,health,20
2649,15,M,3,243,54,1,4.234066076,731,212,2,8,808,221,2,6,1418,887,2,0.399170901,2210,275,2,9,591,608,2,3,2018,210,2,0,2428,309,1,4,1084.382968,336,2,0,2435,0,1,17.38354642,20,19.27731237,9.940749151,16,practicing,algebra,geometry,science,PTS,20
2650,14,M,3,151,180,2,3.84558621,169,56,2,10,213,285,1,9,322,291,2,0,1457.000673,202,2,2,1636,362,2,5,1524,350,2,1,0,0,1,0,1464.928268,220,2,10,453.9927878,0,2,48.97461421,2,16.2006232,20.86471101,17,figures,ratio,probability,maths,home science,24
2651,15,F,3,45,299,1,2.759901302,278,157,2,1,536,353,2,8,893,373,2,1.123565754,546.7286309,233,2,3,2036,167,1,9,703,365,1,2,1698.386955,142,1,5,2725,341,2,0,359.3451711,535,1,41.43558873,Ab ,26.51337395,27.96130145,17,Only school lessons,angles,triangle theory,dancing,none,24
2652,14,F,2,107,133,2,3.801055901,403,56,2,8,160,424,1,3,641,387,1,0.740184584,257.5311299,358,2,3,1964,353,2,12,1115,800,2,1,0,0,1,2,1768.385287,0,0,0,1422.551112,244,3,57.23899502,35,17.89065688,37,16,figures,angles,roman numbers,maths,health,24
2653,13,M,3,40,169,2,3.46373778,332,83,2,10,384,183,2,7,1452,346,2,0.027702143,1117.561947,410,1,4,1828,441,1,5,1638,72,2,0,2428,329,0,3,2594.048709,0,1,2,1360.570159,469,2,44.71324397,39,2.109459266,32.9975416,18,figures,ratio,area,ict,english,20
2654,15,F,4,116,40,2,2.530405468,469,389,2,6,252,441,2,2,477,169,1,0.369274626,1467.517844,75,1,6,912,327,2,8,1759,571,2,0,940.5587948,204,1,0,1580.665332,613,2,5,1349.113972,61,0,21.75764753,3,20.71414944,26.90761445,19,Only school lessons,angles,probability,sinhala,geography,20
2655,14,M,4,40,40,2,4.350043928,110,324,2,11,456,85,2,4,1430,641,1,0.958792054,874.6526825,212,1,7,1704,402,1,10,2087,72,1,0,1302.987788,364,1,3,1955.592825,1151,0,3,1972.698385,277,2,48.8986698,3,22.0436186,13.20653338,21,figures,ratio,decimals,none,maths,20
